x,y,y_err
0,0.912851219,0.135366105
3.91411,0.79652608,0.141592033
3.96732,0.953235044,0.124673684
3.9846,1.032761406,0.125563113
4.89028,0.913692374,0.122026459
6.9202,0.835603018,0.103901391
7.89148,1.163054323,0.127478802
8.88631,0.879022517,0.11010989
9.93071,1.024235914,0.093397022
10.88578,0.844111856,0.106514275
11.89262,1.055844592,0.123507367
12.94722,1.094460268,0.094760667
13.89599,0.928966387,0.113799302
15.01295,1.149211597,0.169357387
15.91657,0.949729657,0.095349947
16.8828,0.883893622,0.105021554
17.01181,1.302566786,0.148768672
17.89283,1.041357862,0.113180936
18.89338,0.903649474,0.150647137
19.01711,0.727109803,0.194881778
19.94505,0.971851703,0.093095587
20.88058,1.119953522,0.106251085
21.0172,0.906149802,0.175266897
21.86106,0.81959632,0.129840885
22.00571,1.018591388,0.097572873
22.86222,1.08742672,0.173272259
23.86422,1.029911719,0.149879234
24.85986,1.181408252,0.200216524
24.98921,0.9103324,0.145892209
25.85108,1.165198723,0.156689077
26.92073,0.705992358,0.122247412
27.85409,1.217867385,0.148068294
31.92423,0.945366046,0.2377066
32.93221,1.096478196,0.11008305
33.82738,1.268235776,0.113310588
33.84292,0.843334758,0.116513592
33.86651,0.939290652,0.090841579
33.88034,0.928111171,0.081212587
33.90359,1.117892391,0.08237579
33.91753,1.001843766,0.081205677
33.94117,1.005541502,0.084283642
33.94759,0.896189807,0.083371639
33.97122,0.883893622,0.077343415
33.98691,0.976337567,0.084533355
34.01329,1.090435546,0.09541647
34.8439,1.001843766,0.095045897
34.8682,0.887973489,0.091603278
34.88225,0.830998041,0.086491042
34.90663,1.091440336,0.085452478
34.92071,1.029911719,0.106245615
34.94452,0.895364766,0.076697946
34.95868,0.824897524,0.086615824
34.98337,1.123052348,0.08275602
34.99812,0.882266928,0.088576895
35.87111,0.980844136,0.098473745
35.88815,0.894540484,0.080746622
35.90864,0.947981801,0.086443637
35.92264,0.957634977,0.082032082
35.94605,0.983558056,0.078817675
35.96005,0.856643256,0.071803116
35.98415,1.028016298,0.087114242
35.99984,1.084426196,0.102880572
36.86702,0.861390346,0.09282766
36.88127,1.140775013,0.095618801
36.90509,1.088428738,0.093236022
36.91928,0.887156012,0.085799484
36.94296,0.957634977,0.081150119
36.95708,0.812830516,0.075616808
36.98123,1.048093433,0.076267158
36.99625,1.034665576,0.080054498
37.86792,1.064633187,0.093158684
37.88218,0.949729657,0.09272586
37.90586,0.884708093,0.096970129
37.92001,1.152391377,0.101899129
37.94361,1.058766033,0.091670185
37.95796,0.928966387,0.082998547
37.98254,0.869360693,0.086480472
37.99745,1.006468066,0.083434371
38.01666,0.913692374,0.098463984
38.82902,0.883893622,0.084669909
38.85263,0.989919775,0.085709331
38.86666,0.972747224,0.083326614
38.92805,1.033713052,0.085692931
38.94211,0.947109079,0.085491781
38.96623,1.291814039,0.080915468
38.98056,1.00461579,0.08420605
39.00717,1.00461579,0.089757447
39.93779,0.94362622,0.09473718
39.96136,0.894540484,0.085689793
39.97684,0.978137704,0.087391761
40.00212,1.192339688,0.095548444
40.01632,1.177063791,0.105164822
40.85721,1.023292992,0.114987359
40.87127,1.047128548,0.108021701
40.89469,1.002766923,0.094209939
40.90859,0.932395138,0.092750883
40.93215,0.865366343,0.105211224
40.94613,0.95411341,0.113364856
40.97047,1.013911386,0.104595021
40.98603,0.784874103,0.110605414
41.01064,0.804637002,0.136364058
42.99398,0.681082937,0.109152101
43.0185,0.866961876,0.106203688
43.83166,0.922146665,0.146936279
43.87097,0.689286861,0.111736576
45.79048,1.084426196,0.111869324
45.80438,1.038484455,0.101391342
45.85322,0.980844136,0.100280452
45.86847,0.823379405,0.094798091
45.89218,0.741993328,0.087478012
45.93157,1.056817509,0.086634944
45.95546,1.012045411,0.098809993
45.97071,1.073494936,0.090968108
45.99538,0.887973489,0.083425097
46.00966,0.874983775,0.087845689
46.78015,0.931536765,0.114972128
46.79411,0.932395138,0.113360584
46.84327,0.981747943,0.110318945
46.85767,1.03086074,0.09400112
46.90474,0.911171233,0.087282885
46.91906,0.932395138,0.094468346
46.94322,0.879022517,0.098775696
46.95778,1.010182871,0.093045933
46.98411,1.092446053,0.093580149
46.998,1.028016298,0.094688534
47.02153,0.879832499,0.106159687
47.78538,0.928966387,0.119788408
47.83338,0.827179952,0.124947509
47.84725,1.050993427,0.113260221
47.89487,1.050993427,0.096804912
47.90877,1.026124365,0.086953919
47.93234,1.047128548,0.08584067
47.94668,1.150270548,0.08264298
47.97364,0.860597341,0.087193942
48.78164,0.709904616,0.137963122
48.79606,1.045201441,0.130926129
48.84668,0.81959632,0.098136797
48.88901,1.0167168,0.101138859
48.91723,0.944495733,0.092214851
48.93145,0.923846888,0.090198823
48.96135,0.954992586,0.092360159
48.97623,0.879832499,0.089953131
48.99968,1.020469432,0.093993407
49.01368,0.816582371,0.090255153
49.76135,0.73586814,0.134198113
49.78103,0.842558375,0.135806582
49.82731,0.921297728,0.128133341
49.86488,0.905315592,0.120073907
49.88367,0.844889669,0.101943521
49.92727,0.699519781,0.092134511
49.9588,0.577032135,0.079190253
49.97353,1.436150653,0.0873111
49.99709,1.054872571,0.099105264
50.01106,0.886339287,0.089802062
50.8825,0.813579506,0.134882276
50.90131,0.814329185,0.117756297
50.94022,1.017653663,0.0946713
50.9597,1.008323758,0.102161276
50.98973,0.725103498,0.108860784
51.00454,1.021409752,0.106309268
51.02834,0.567022118,0.150407948
51.82861,0.834065197,0.138278572
51.84262,0.96738645,0.137216253
51.86972,0.869360693,0.152137157
51.88499,0.882266928,0.136518861
51.90886,0.963829024,0.137599361
51.92304,0.879832499,0.125607744
51.95339,0.830233016,0.12617334
51.9673,0.865366343,0.122745494
51.99299,1.099512067,0.115450878
52.00688,0.964717152,0.111070721
52.03016,1.114807803,0.18687604
52.8775,1.001843766,0.165171643
52.89136,0.96738645,0.143453098
52.91639,0.922996385,0.153022357
52.93038,1.083427862,0.156669386
52.95604,1.110708256,0.147315568
52.97061,0.928966387,0.166846078
53.00837,0.905315592,0.161764485
53.77911,1.14182619,0.173527216
53.80561,0.932395138,0.177766979
53.82157,0.800940031,0.171884059
53.84489,1.275263706,0.156221066
53.86124,1.046164551,0.142609123
53.88483,1.170577036,0.17789658
53.89879,0.985371507,0.128876815
53.92879,0.825657633,0.170344465
53.95661,1.180320636,0.159809673
53.97979,0.961169542,0.166433089
53.99377,0.859013522,0.154282264
54.01724,0.816582371,0.146661459
54.75878,1.153453258,0.260282747
54.78419,0.851922326,0.197733221
54.81359,1.243941624,0.186754664
54.8321,0.771969248,0.19552903
54.85561,1.494169957,0.194046456
54.8696,1.412537545,0.217270086
54.89298,0.953235044,0.15540174
54.90739,1.543121066,0.143555005
54.93229,1.277614994,0.209460693
54.94729,1.027069896,0.165546811
54.9739,0.867760745,0.176633226
54.98968,1.138675562,0.170950926
55.01319,0.934975003,0.167925249
55.79306,0.862184081,0.225526049
55.82094,0.855854621,0.191551533
55.83807,1.241652308,0.220718542
55.86403,1.324341535,0.222000332
55.90132,1.336595517,0.209282115
55.97229,1.379113469,0.261666435
58.96135,1.223488805,0.26143739
59.73612,0.838687171,0.135182607
59.75559,1.007395485,0.115984403
59.78069,1.022350939,0.139362943
59.79456,0.750930942,0.154927326
59.82462,1.131357864,0.126088617
59.83854,1.023292992,0.123469483
59.86181,0.76913044,0.107678418
59.87599,1.029911719,0.124268092
59.89948,0.928966387,0.223315761
59.91471,1.274089686,0.15021002
59.94276,0.636209281,0.117781508
59.95763,0.961169542,0.115088487
59.98119,1.009252886,0.11991636
59.99506,0.742677044,0.135439833
60.02273,1.014845663,0.120580877
60.75492,1.156644774,0.172583379
60.80893,0.874178256,0.122385134
60.8229,0.818841792,0.117654678
60.84638,0.827179952,0.108186929
60.86142,0.9103324,0.115708741
60.88602,0.803896245,0.11698804
60.90066,0.982652583,0.114945736
60.92391,0.9103324,0.147569076
60.94211,0.90782053,0.172245553
60.96576,0.790678628,0.115064529
60.97974,0.994489037,0.122741824
61.00308,1.002766923,0.132075522
61.01697,1.072506666,0.122493061
61.78939,0.873373479,0.114228584
61.80328,0.78198784,0.137567232
61.93199,1.038484455,0.111912192
61.9481,0.896189807,0.111434935
61.97601,1.068562675,0.119090161
